Address,Casting Processes,Casting Size (From),Casting Size (To),City,Country,Employees,Fax,Metals,Name,Phone,State,Value Added Processes,Website,Zip
117 Gulick St,Green Sand-Horizontally Parted,0,30,Blossburg,US,450,(570) 638-3358,"Gray Iron,Malleable Iron",WARD MFG LLC,(570) 638-2131,PA,"Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.wardmfg.com,16912
112 E Bayfield St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",1,250,Washburn,US,37,(715) 373-2663,"Ductile Iron,Gray Iron",WASHBURN IRON WORKS INC,(715) 373-2661,WI,"Finish Machining,Painting,Patternmaking,Rough Machining",http://www.washburnironworks.com,54891
3312 Lakeshore Dr,Permanent Mold-Gravity/Tilt Pour,1,150,Sheboygan,US,215,(920) 457-5241,"Aluminum Silicon (300 Series),Aluminum Silicon (400 Series)",WATRY INDUSTRIES LLC - DIV OF LIGON INDUSTRIES LLC,(920) 457-4886,WI,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Prototyping,Rough Machining",http://www.watry.com,53081
18986 Route 287,,,,Tioga,US,,(570) 827-2015,Ductile Iron,Waupaca Foundry - Lawrenceville,(570) 724-5191,PA,,http://www.waupacafoundry.com,16946
500 Blaine St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",30,2000,Michigan City,US,180,(219) 879-4025,Gray Iron,WEIL MCLAIN,(219) 879-6561,IN,"Assembly,Finish Machining,Painting,Patternmaking,Prototyping,Rough Machining",http://www.weil-mclain.com,46360
700 Tub Mill Run Rd,"Air-Set/Nobake,Green Sand-Horizontally Parted,Investment Casting,Squeeze/Semisolid",0,1500,West Salisbury,US,17,(814) 662-2065,"Abrasion Resistant Iron,Ductile Iron,Gray Iron,Heat Resistant Iron",WEST SALISBURY FOUNDRY & MACHINE CO INC,(814) 662-2809,PA,"Assembly,Painting,Patternmaking,Rough Machining",http://www.westsalisburyfoundry.com,15565
4201 W Wrightwood Ave,,,,Chicago,US,,,,WEST SUPPLY LLC,(512) 751-7701,IL,,http://www.westsupply.com,60639
100 S Martin St,Air-Set/Nobake,2,3000,Longmont,US,27,(303) 772-5973,"Abrasion Resistant Iron,Carbon Steel,Gray Iron",WESTERN FOUNDRIES INC,(303) 485-7866,CO,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.westernfoundries.com,80501-5946
233 Fillmore Ave,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour",0,150,Tonawanda,US,22,(716) 693-3802,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series)",WGB INDUSTRIES INC,(716) 693-5527,NY,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.wgbcast.com,14120
132 Blackhawk Blvd,"Air-Set/Nobake,Green Sand-Horizontally Parted",0,3000,South Beloit,US,40,(815) 389-1624,"Austempered Ductile Iron,Compacted Graphite Iron,Ductile Iron,Gray Iron,Heat Resistant Iron",WINNEBAGO FOUNDRY INC,(815) 389-3533,IL,"Heat Treat,Patternmaking,Prototyping",http://www.winnfoundry.com,61080
838 South 16th Street,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour,Shell Mold",0,1500,Manitowoc,US,400,(920) 682-7285,"Aluminum Copper (200 Series),Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Aluminum Silicon (400 Series),High Copper Alloys,Magnesium,Mn/Al-Si Bronze + Cu-Ni Alloys,Red/Yellow Brass/Tin-Bronze,Zinc-Base",WISCONSIN ALUMINUM FOUNDRY CO,(920) 682-8286,WI,"Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Rough Machining",http://www.wafco.com,54221
1222 18th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,2000,Racine,US,116,(262) 637-0871,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Other Aluminum,Zinc-Base",WOODLAND/ALLOY CASTING INC,(262) 637-6754,WI,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.woodland-alloy.com,53403
1201 E Lincolnway,Investment Casting,0,200,La Porte,US,300,(219) 326-1972,"Aluminum Silicon (300 Series),Carbon Steel,Cobalt-Base,Corrosion Resistant Steel,Ductile Iron,Heat Resistant Steel,High Copper Alloys,Low Alloy Steel,Manganese Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Other Cast Steel,Red/Yellow Brass/Tin-Bronze",AERO METALS INC,(219) 326-1976,IN,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.aerometals.com,46350
200 Park Ave,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Green Sand-Horizontally Parted",10,280,Brillion,US,248,(920) 756-3550,"Austempered Ductile Iron,Ductile Iron,Gray Iron",BRILLION IRON WORKS INC,(920) 756-6450,WI,"Engineering and Design,Heat Treat,Painting,Patternmaking,Prototyping",http://www.brillionironworks.com,54110
608 Carwellyn Rd,Permanent Mold-Gravity/Tilt Pour,0,85,Abbeville,US,180,(864) 366-8320,High Copper Alloys,BURNSTEIN VON SEELEN PRECISION CASTINGS CORP,(864) 366-9651,SC,"Engineering and Design,Finish Machining",http://www.bvspcc.com,29620
8301 Coral Sea Street N E,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Investment Casting,Permanent Mold-Gravity/Tilt Pour,Permanent Mold-Low Pressure",,,Blaine,US,300,(763) 780-9426,"Aluminum Copper (200 Series),Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Aluminum Silicon (400 Series)",CARLEY FOUNDRY INC,(763) 780-5123,MN,Engineering and Design,http://www.carleyfoundry.com,55449
8239 128th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Green Sand-Horizontally Parted",1,5000,Surrey,Canada,30,(604) 596-9882,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel,Other Cast Steel",CENTURY PACIFIC FOUNDRY LTD,(604) 596-7451,British Columbia,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.century-pacific.com,V3W 4G1
1946 Pitts Field Alley,"Air-Set/Nobake,Green Sand-Vertically Parted,Green Sand-Horizontally Parted,Investment Casting,Shell Mold",3,1700,New Brighton,US,25,(724) 846-0448,"Carbon Steel,Gray Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel,Nickel-Base",DAMASCUS STEEL CASTING CO,(800) 920-2210,PA,"Finish Machining,Heat Treat,Rough Machining,Surface Treatments",http://www.damascussteel.com,15066
1800 West Lake Shore Dr,Continuous,,,Woodstock,US,,(815) 338-1549,"Austempered Ductile Iron,Corrosion Resistant Iron,Ductile Iron,Gray Iron,Heat Resistant Iron",DURA-BAR,(815) 338-7800,IL,"Engineering and Design,Heat Treat",http://www.dura-bar.com,60098
210 Kaskaskia Dr,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,1000,Red Bud,US,,(618) 282-6286,"Aluminum Silicon (300 Series),Ductile Iron,Gray Iron,Mn/Al-Si Bronze + Cu-Ni Alloys,Red/Yellow Brass/Tin-Bronze",G & S FOUNDRY & MFG CO INC,(618) 282-4114,IL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.gsfoundry.com,62278
225 North Cedar St,Air-Set/Nobake,5,6000,Hazleton,US,40,(570) 427-9895,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Other Cast Irons,Other Cast Steel",HAZLETON CASTING CO,(570) 453-0199,PA,"Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.hazletoncasting.com,18201
9670 187th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Lost Foam (EPC/Full Mold)",0.5,8000,Surrey,Canada,100,(604) 888-3634,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel,Nickel-Base,Superalloys",HIGHLAND FOUNDRY LTD,(604) 888-8444,British Columbia,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.highlandfoundry.com,V4N 3N6
3743 Tabs Dr,Investment Casting,0.1,38,Uniontown,US,220,(330) 896-3444,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Carbon Steel,Cobalt-Base,Corrosion Resistant Steel,Low Alloy Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Red/Yellow Brass/Tin-Bronze",KOVATCH CASTINGS INC,(330) 896-9944,OH,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.kovatchcastings.com,44685
2856 S 27th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",35,65000,Milwaukee,US,200,(414) 645-7378,"Carbon Steel,Low Alloy Steel",MAYNARD STEEL CASTING CO,(414) 645-0440,WI,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.maynardsteel.com,53215
PMB 141 10936 N Port Washington Rd,,,,Mequon,US,6,(262) 618-2308,,MEEHANITE METAL CORP,(262) 618-2328,WI,,http://www.meehanitemetal.com,53092-5031
637 S Lucile St,"Air-Set/Nobake,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour,Shell Mold",0.5,3000,Seattle,US,40,(206) 789-6485,"Aluminum Copper (200 Series),Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Gray Iron,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Aluminum,Other Copper-Base Alloys,Zinc-Base",MOREL INDUSTRIES INC,(206) 784-0855,WA,"Assembly,Coating,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.morelindustries.com,98108
202 Vine St,,,,New Boston,US,70,(740) 456-8281,,OSCO INDUSTRIES INC,(740) 354-3183,OH,,http://www.oscoind.com,45662
500 Broadway,Air-Set/Nobake,150,3000,Hanover,US,80,(717) 632-6912,"Ductile Iron,Gray Iron",PENN MAR CASTINGS INC,(717) 632-4165,PA,Engineering and Design,http://www.pennmarcastings.com,17331
1410 W Lark Industrial Dr,Diecasting,0.1,8,Fenton,US,140,(636) 305-1265,"Aluminum Silicon (300 Series),Zinc-Base",PRODUCTION CASTINGS INC,(636) 677-3364,MO,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Prototyping,Rough Machining,Surface Treatments",http://www.productioncastings.com,63026-4340
1800 Innovation Way,Investment Casting,0,250,Hartford,US,850,(414) 410-3100,"Aluminum Copper (200 Series),Aluminum Silicon (300 Series),Carbon Steel,Cobalt-Base,Corrosion Resistant Steel,Heat Resistant Steel,High Copper Alloys,Low Alloy Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Other Aluminum,Other Cast Steel,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze,Superalloys",SIGNICAST INVESTMENT CASTINGS,(262) 673-2700,WI,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.signicast.com,53027
3808 North Sullivan Rd Bldg #1,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Investment Casting",0,5500,Spokane Valley,US,300,(509) 924-9448,"Abrasion Resistant Iron,Carbon Steel,Cobalt-Base,Corrosion Resistant Steel,Heat Resistant Steel,Low Alloy Steel,Nickel-Base,Other Copper-Base Alloys",SPOKANE INDUSTRIES,(509) 921-0440,WA,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.spokaneindustries.com,99216
726 Stone Ave,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",1,5000,Talladega,US,65,(256) 362-6880,"Compacted Graphite Iron,Ductile Iron,Gray Iron",TALLADEGA FOUNDRY & MACHINE CO INC,(256) 362-0056,AL,"Coating,Heat Treat,Painting,Patternmaking",http://www.talladegafoundry.com,35161
8910 W Main St,Diecasting,0,11,Winona,US,90,(507) 689-2197,"Aluminum Silicon (300 Series),Aluminum Silicon (400 Series),Zinc-Base",TECHNICAL DIE-CASTING INC,(507) 689-2194,MN,"Assembly,Engineering and Design,Finish Machining,Rough Machining,Surface Treatments",http://www.tech-die-casting.com,55987-1962
710 Fourth St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Shell Mold",1,5000,Floresville,US,40,(830) 393-7543,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Other Cast Irons,Other Cast Steel",TEXALOY FOUNDRY CO INC,(830) 393-4066,TX,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.texaloy.com,78114
338 S Main St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,30000,Cedar Grove,US,160,(920) 668-8998,"Austempered Ductile Iron,Ductile Iron,Gray Iron,Heat Resistant Iron",WILLMAN INDUSTRIES INC,(920) 668-8526,WI,"Heat Treat,Painting,Patternmaking",http://www.willmanind.com,53013
252 N West St,"Air-Set/Nobake,Green Sand-Horizontally Parted",1,350,Xenia,US,24,(937) 372-8335,"Ductile Iron,Gray Iron",XENIA FOUNDRY,(937) 372-4481,OH,"Engineering and Design,Heat Treat,Prototyping",http://www.xeniafoundry.com,45385
